sentence,compQ,compRespL,compRespR,compRespCorr,incongruentambiguous,criticalSentenceCode,image,ambiguous,critical,congruent,Incongruent,Single,block,imageCorrAns,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,keyResponsePreStart.keys,keyResponsePreStart.rt,flankerkeyresponse.keys,flankerkeyresponse.corr,flankerkeyresponse.rt,IRI_0,IRI_FL_0,space_0,IRI_1,IRI_FL_1,space_1,IRI_2,IRI_FL_2,space_2,IRI_3,IRI_FL_3,space_3,IRI_4,IRI_FL_4,space_4,IRI_5,IRI_FL_5,space_5,IRI_6,IRI_FL_6,space_6,IRI_7,IRI_FL_7,space_7,IRI_8,IRI_FL_8,space_8,CompQkeyresponse.keys,CompQkeyresponse.corr,CompQkeyresponse.rt,key_resp_2.keys,key_resp_4.keys,IRI_9,IRI_FL_9,space_9,IRI_10,IRI_FL_10,space_10,IRI_11,IRI_FL_11,space_11,IRI_12,IRI_FL_12,space_12,IRI_13,IRI_FL_13,space_13,IRI_14,IRI_FL_14,space_14,IRI_15,IRI_FL_15,space_15,IRI_16,IRI_FL_16,space_16,key_resp_2.rt,key_resp_4.rt,IRI_17,IRI_FL_17,space_17,IRI_18,IRI_FL_18,space_18,IRI_19,IRI_FL_19,space_19,IRI_20,IRI_FL_20,space_20,rest_keyresponse.keys,rest_keyresponse.rt,session,participant,level,frameRate,expName,date,group,
Siempre que la niña salta la cuerda le da por la cabeza,La niña se golpea cuando juega.,Verdadero,Falso,f,0,4,congruent_right,1,1,1,0,0,A,j,0,0,0,0,0,9,9,3,,,j,1,0.44006896019,0.581979036331,0.547348022461,0.581979036331,0.185461997986,0.137311935425,0.767441034317,0.38515996933,0.320159196854,1.15260100365,0.165515899658,0.104202032089,1.31811690331,0.184606075287,0.120509147644,1.50272297859,0.40163898468,0.356069803238,1.90436196327,0.416028022766,0.369014024734,2.32038998604,0.385369062424,0.338355064392,2.70575904846,0.383411884308,0.336838960648,3.08917093277,f,1,1.57166194916,None,None,0.185163974762,0.133744955063,3.27433490753,0.350723028183,0.286025762558,3.62505793571,0.2678129673,0.220991849899,3.89287090302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,4,58.75650876590856,Dissertation,2018_Jul_18_2124,1,
a,a,Verdadero,Falso,f,0,305,single_left,0,0,0,0,1,A,f,0,0,0,0,0,10,10,64,,,f,1,0.521692991257,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,4,58.75650876590856,Dissertation,2018_Jul_18_2124,1,
a,a,Verdadero,Falso,f,0,315,incongruent_right,0,0,0,1,0,A,j,0,0,0,0,0,11,11,74,,,j,1,0.487884998322,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,4,58.75650876590856,Dissertation,2018_Jul_18_2124,1,
a,a,Verdadero,Falso,f,0,301,single_left,0,0,0,0,1,A,f,0,0,0,0,0,12,12,60,,,f,1,0.424061059952,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,4,58.75650876590856,Dissertation,2018_Jul_18_2124,1,
a,a,Verdadero,Falso,f,0,303,congruent_left,0,0,1,0,0,A,f,0,0,0,0,0,13,13,62,,,f,1,0.388555049896,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,4,58.75650876590856,Dissertation,2018_Jul_18_2124,1,
Cuando Dora ganó la lotería se compró un reloj de diamantes,Dora ahorró todo el dinero que ganó. ,Verdadero,Falso,j,0,216,single_right,0,0,0,0,1,A,j,0,0,0,0,0,14,14,45,,,j,1,0.353627920151,0.716080904007,0.678237915039,0.716080904007,0.201578140259,0.154231071472,0.917659044266,0.299512863159,0.236346006393,1.21717190742,0.185554981232,0.138185977936,1.40272688866,0.333060026169,0.26991891861,1.73578691483,0.269068956375,0.217917919159,2.0048558712,0.483755111694,0.437796115875,2.48861098289,0.334524869919,0.287672042847,2.82313585281,0.267369031906,0.204277992249,3.09050488472,j,1,2.760420084,None,None,0.317417144775,0.272212982178,3.4079220295,0.351644992828,0.289144992828,3.75956702232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,4,58.75650876590856,Dissertation,2018_Jul_18_2124,1,
Los chicos acomodaron la manta que sus padres les dejaron dentro del clóset antes de dormir,Los chicos no usaron la manta.,Verdadero,Falso,j,0,136,incongruent_left,0,1,0,1,0,A,f,0,0,0,0,0,15,15,27,,,f,1,0.50560593605,0.686000108719,0.639474868774,0.686000108719,0.367300987244,0.285197019577,1.05330109596,0.164893865585,0.101637125015,1.21819496155,0.251568078995,0.185839176178,1.46976304054,0.45188498497,0.384779930115,1.92164802551,0.200887918472,0.121587991714,2.12253594398,0.434127092361,0.355520963669,2.55666303635,0.350158929825,0.285805940628,2.90682196617,0.268175125122,0.183851957321,3.17499709129,j,1,2.21167707443,None,None,0.282441854477,0.217838048935,3.45743894577,0.21787405014,0.152122020721,3.67531299591,0.41836309433,0.333699941635,4.09367609024,0.218169927597,0.151703119278,4.31184601784,0.350593090057,0.284929037094,4.66243910789,0.418140888214,0.33848118782,5.08057999611,0.350003957748,0.286437988281,5.43058395386,,,,,,,,,,,,,,,,,,,,1,3,4,58.75650876590856,Dissertation,2018_Jul_18_2124,1,
Cuando la participante se rindió la respuesta le pareció obvia,La participante adivinó la respuesta correcta.,Verdadero,Falso,j,0,128,incongruent_left,0,1,0,1,0,A,f,0,0,0,0,0,16,16,23,,,f,1,0.569026947021,0.649486780167,0.614289045334,0.649486780167,0.368758201599,0.321420907974,1.01824498177,0.268014907837,0.204214096069,1.2862598896,0.266288042068,0.203397035599,1.55254793167,0.402065992355,0.354799985886,1.95461392403,0.301048994064,0.238508939743,2.25566291809,0.869220018387,0.807319879532,3.12488293648,0.484376907349,0.422001123428,3.60925984383,0.399851083755,0.338677167892,4.00911092758,j,1,2.04258799553,None,None,0.953840017319,0.88983297348,4.9629509449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,4,58.75650876590856,Dissertation,2018_Jul_18_2124,1,
Cuando usó mi carro Jorge lo aparcó muy mal,No le presto mi carro a nadie.,Verdadero,Falso,j,0,212,single_right,0,0,0,0,1,A,j,0,0,0,0,0,17,17,41,,,j,1,0.405600786209,0.718240976334,0.687730073929,0.718240976334,0.332947969437,0.28892993927,1.05118894577,0.150434970856,0.102748155594,1.20162391663,0.402001142502,0.35506606102,1.60362505913,0.265404939651,0.219102144241,1.86902999878,0.386211872101,0.322669029236,2.25524187088,0.351062059402,0.307065010071,2.60630393028,0.332419157028,0.287068128586,2.93872308731,0.402637958527,0.355237007141,3.34136104584,j,1,1.77642583847,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,4,58.75650876590856,Dissertation,2018_Jul_18_2124,1,
a,a,Verdadero,Falso,f,0,314,single_left,0,0,0,0,1,A,f,0,0,0,0,0,18,18,73,,,f,1,0.524032831192,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,4,58.75650876590856,Dissertation,2018_Jul_18_2124,1,
a,a,Verdadero,Falso,f,0,304,congruent_right,0,0,1,0,0,A,j,0,0,0,0,0,19,19,63,,,j,1,0.37499499321,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,4,58.75650876590856,Dissertation,2018_Jul_18_2124,1,
Las flores en mi apartamento hacen que la sala brille,No tengo plantas en mi apartamento por mis alergias.,Verdadero,Falso,j,0,224,single_right,0,0,0,0,1,A,j,0,0,0,0,0,20,20,53,,,j,1,0.371712207794,0.750607013702,0.718673944473,0.750607013702,0.368848085403,0.321484088898,1.11945509911,0.267352104187,0.221704006195,1.38680720329,0.28356385231,0.236191034317,1.6703710556,0.250906944275,0.189039945602,1.92127799988,0.417503118515,0.356372117996,2.33878111839,0.350516080856,0.304695129395,2.68929719925,0.350968837738,0.287098884583,3.04026603699,0.200133085251,0.151459932327,3.24039912224,j,1,1.47451496124,None,None,0.335529088974,0.288166046143,3.57592821121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,4,58.75650876590856,Dissertation,2018_Jul_18_2124,1,
El empleado guardó los archivos que recibió en una carpeta después de revisarlos,El empleado tiró los documentos.,Verdadero,Falso,j,0,132,incongruent_left,0,1,0,1,0,A,f,0,0,0,0,0,21,21,25,,,f,1,0.500776052475,0.667849063873,0.617577075958,0.667849063873,0.250403881073,0.184656858444,0.918252944946,0.18200302124,0.118783950806,1.10025596619,0.353132963181,0.288679838181,1.45338892937,0.233239173889,0.172951936722,1.68662810326,0.250174999237,0.187537908554,1.93680310249,0.335394859314,0.268371105194,2.27219796181,0.267269134521,0.207388877869,2.53946709633,0.217139005661,0.138068199158,2.75660610199,j,1,1.25652503967,None,None,0.233822822571,0.169188976288,2.99042892456,0.233814954758,0.170408964157,3.22424387932,0.234918117523,0.173593997955,3.45916199684,0.415570020676,0.336555957794,3.87473201752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,4,58.75650876590856,Dissertation,2018_Jul_18_2124,1,
Cuando los jardineros terminaron el jardín quedó lleno de flores,Los jardineros todavía no acaban su trabajo.,Verdadero,Falso,j,1,10,incongruent_left,1,1,0,1,0,A,f,0,0,0,0,0,22,22,9,,,f,1,0.472669124603,0.615644931793,0.573426961899,0.615644931793,0.368884086609,0.301289081573,0.984529018402,0.217381954193,0.170730113983,1.2019109726,0.33468914032,0.273436784744,1.53660011292,0.349730014801,0.285464048386,1.88633012772,0.352218866348,0.305095911026,2.23854899406,0.216547012329,0.154945850372,2.45509600639,0.433926105499,0.369554042816,2.88902211189,0.301780939102,0.255471229553,3.19080305099,j,1,2.39571499825,None,None,0.267910957336,0.205095052719,3.45871400833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,4,58.75650876590856,Dissertation,2018_Jul_18_2124,1,
Los autobuses en Madrid tienen más de quince pies de altura ,Los autobuses madrileños son muy altos.,Verdadero,Falso,f,0,225,congruent_left,0,0,1,0,0,A,f,0,0,0,0,0,23,23,54,,,f,1,0.438436985016,0.632399082184,0.595819950104,0.632399082184,0.286289930344,0.239113092422,0.918689012527,0.215950965881,0.151484966278,1.13463997841,0.368582963943,0.321452856064,1.50322294235,0.184484004974,0.121747016907,1.68770694733,0.383319139481,0.338907003403,2.07102608681,0.250723838806,0.188488960266,2.32174992561,0.384442090988,0.321577072144,2.7061920166,0.334309101105,0.287619113922,3.04050111771,f,1,2.72694683075,None,None,0.332799911499,0.267655134201,3.37330102921,0.302864074707,0.254546880722,3.67616510391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,4,58.75650876590856,Dissertation,2018_Jul_18_2124,1,
a,a,Verdadero,Falso,f,0,307,congruent_left,0,0,1,0,0,A,f,0,0,0,0,0,24,24,66,,,f,1,0.622445821762,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,4,58.75650876590856,Dissertation,2018_Jul_18_2124,1,
Cuando era niña Inés saltaba la cuerda mucho ,Inés sabe saltar la cuerda.,Verdadero,Falso,f,0,211,congruent_right,0,0,1,0,0,A,j,0,0,0,0,0,25,25,40,,,j,1,0.405811071396,0.667063951492,0.62747502327,0.667063951492,0.251107215881,0.204653024673,0.918171167374,0.284346818924,0.238222837448,1.2025179863,0.267068147659,0.222335100174,1.46958613396,0.450697898865,0.389100074768,1.92028403282,0.267771959305,0.22089600563,2.18805599213,0.233644008636,0.183855772018,2.42170000076,0.366264104843,0.319901943207,2.78796410561,,,,j,0,2.35939598083,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,4,58.75650876590856,Dissertation,2018_Jul_18_2124,1,
a,a,Verdadero,Falso,f,0,312,congruent_right,0,0,1,0,0,A,j,0,0,0,0,0,26,26,71,,,j,1,0.535775899887,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,4,58.75650876590856,Dissertation,2018_Jul_18_2124,1,
a,a,Verdadero,Falso,f,0,309,single_left,0,0,0,0,1,A,f,0,0,0,0,0,27,27,68,,,f,1,0.388785123825,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,4,58.75650876590856,Dissertation,2018_Jul_18_2124,1,
Mi hermana guardó en su celular el número del chico guapo,A mi hermana le gustaría salir con el chico.,Verdadero,Falso,f,0,208,single_right,0,0,0,0,1,A,j,0,0,0,0,0,28,28,37,,,j,1,0.387594938278,0.733591079712,0.688761949539,0.733591079712,0.234261035919,0.188905954361,0.967852115631,0.200417995453,0.137800931931,1.16827011108,0.183593034744,0.137204170227,1.35186314583,0.351540803909,0.288429021835,1.70340394974,0.217447042465,0.153715133667,1.9208509922,0.267831087112,0.222752094269,2.18868207932,0.366550922394,0.304004907608,2.55523300171,0.283797979355,0.221408843994,2.83903098106,j,0,1.97437787056,space,None,0.28383398056,0.216858863831,3.12286496162,0.233466148376,0.168060779572,3.35633111,,,,,,,,,,,,,,,,,,,1.89396214485,,,,,,,,,,,,,,,,1,3,4,58.75650876590856,Dissertation,2018_Jul_18_2124,1,
La familia tenía una mesa antigua en el porche de su casa,La mesa antigua está en el comedor.,Verdadero,Falso,j,0,201,congruent_left,0,0,1,0,0,A,f,0,0,0,0,0,29,29,30,,,f,1,0.523286104202,0.853204965591,0.805150985718,0.853204965591,0.332918167114,0.289182186127,1.18612313271,0.200500011444,0.154815912247,1.38662314415,0.38282585144,0.33537197113,1.76944899559,0.267644166946,0.218314886093,2.03709316254,0.251186847687,0.202874898911,2.28828001022,0.43629693985,0.389465093613,2.72457695007,0.282394170761,0.220185995102,3.00697112083,0.218122959137,0.154633045197,3.22509407997,j,1,1.4700319767,None,None,0.26732301712,0.205603837967,3.49241709709,0.385555028915,0.322284936905,3.87797212601,0.250267028809,0.206133842468,4.12823915482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,4,58.75650876590856,Dissertation,2018_Jul_18_2124,1,
Paco dejó los pantalones que compró en la tienda en su cuarto cuando volvió,A Paco los pantalones se le quedaron en la tienda.,Verdadero,Falso,j,1,11,incongruent_right,1,1,0,1,0,A,j,0,0,0,0,0,30,30,10,,,j,1,0.472167015076,0.682528018951,0.63932800293,0.682528018951,0.369822978973,0.302448034286,1.05235099792,0.167001962662,0.102023839951,1.21935296059,0.266669034958,0.204713821411,1.48602199554,0.251268148422,0.171235084534,1.73729014397,0.384213924408,0.317619085312,2.12150406837,0.283705949783,0.222037792206,2.40521001816,0.184405088425,0.12092590332,2.58961510658,0.183480024338,0.122245073318,2.77309513092,j,1,2.44594788551,None,None,0.25048494339,0.186991930008,3.02358007431,0.234346866608,0.168044805527,3.25792694092,0.283392190933,0.220311164856,3.54131913185,0.485026836395,0.421266078949,4.02634596825,0.399194955826,0.334636926651,4.42554092407,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,4,58.75650876590856,Dissertation,2018_Jul_18_2124,1,
a,a,Verdadero,Falso,f,0,313,incongruent_left,0,0,0,1,0,A,f,0,0,0,0,0,31,31,72,,,f,1,0.504878997803,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,4,58.75650876590856,Dissertation,2018_Jul_18_2124,1,
Mi mamá guardó la escultura que hizo en la clase en su mesa de trabajo,La escultura está en mi estudio de arte.,Verdadero,Falso,j,1,14,incongruent_left,1,1,0,1,0,A,f,0,0,0,0,0,32,32,13,,,f,1,0.405102968216,0.733544826508,0.693339109421,0.733544826508,0.318521976471,0.271911859512,1.05206680298,0.150278091431,0.0873401165009,1.20234489441,0.283854961395,0.219784975052,1.4861998558,0.216194152832,0.168406009674,1.70239400864,0.201690912247,0.13778591156,1.90408492088,0.38471198082,0.322032928467,2.2887969017,0.267935991287,0.205322027206,2.55673289299,0.249650001526,0.187274932861,2.80638289452,j,1,1.97285103798,None,None,0.182876110077,0.118303060532,2.98925900459,0.41972899437,0.368926048279,3.40898799896,0.449397802353,0.386785030365,3.85838580132,0.519364118576,0.455829143524,4.37774991989,0.399728059769,0.337359905243,4.77747797966,0.401901006699,0.333596944809,5.17937898636,,,,,,,,,,,,,,,,,,,,,,,1,3,4,58.75650876590856,Dissertation,2018_Jul_18_2124,1,
El pastel en el refrigerador es para el cumpleaños de Tomás,Tomás no cumple años pronto.,Verdadero,Falso,j,0,207,congruent_right,0,0,1,0,0,A,j,0,0,0,0,0,33,33,36,,,j,1,0.605907917023,0.617277145386,0.573953866959,0.617277145386,0.350872993469,0.304609060287,0.968150138855,0.167366027832,0.122843980789,1.13551616669,0.350737810135,0.284688949585,1.48625397682,0.150269985199,0.105051994324,1.63652396202,0.23438501358,0.184772014618,1.8709089756,0.484798192978,0.421774864197,2.35570716858,0.367759943008,0.319354057312,2.72346711159,0.300642967224,0.240003108978,3.02411007881,j,1,2.50745916367,None,None,0.417888879776,0.355539798737,3.44199895859,0.334480047226,0.289736032486,3.77647900581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,4,58.75650876590856,Dissertation,2018_Jul_18_2124,1,
Mientras el maestro descansaba el violín resonaba por todo el salón,El maestro tocaba el piano.,Verdadero,Falso,j,0,125,incongruent_right,0,1,0,1,0,A,j,0,0,0,0,0,34,34,22,,,j,1,0.486093997955,0.685317993164,0.649132013321,0.685317993164,0.434587001801,0.369844913483,1.11990499496,0.249589204788,0.184344053268,1.36949419975,0.301805973053,0.234613895416,1.67130017281,0.333600997925,0.27191901207,2.00490117073,0.518271923065,0.4732401371,2.5231730938,0.635273933411,0.572740077972,3.15844702721,0.58323597908,0.520376205444,3.74168300629,0.385066986084,0.33770608902,4.12674999237,j,1,1.64191603661,None,None,0.419150114059,0.354754924774,4.54590010643,0.31764793396,0.254643917084,4.86354804039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,4,58.75650876590856,Dissertation,2018_Jul_18_2124,1,
